order_ID,Date,Customer_Age,Gender,Country,Category,Unit_Price,Quantity,Discount,Payment_Method,Order_Status,Customer_Rating,Revenue
ORD-10648,2022-08-05 00:00:00,36.0,Male,Brazil,Sports,66.0,12,0.34,PayPal,Completed,4.0,522.72
ORD-10365,2022-05-02 16:00:00,64.0,Other,Australia,Sports,157.95,5,0.35,Credit Card,Completed,4.0,513.34
ORD-10474,2022-06-08 00:00:00,69.0,Male,USA,Electronics,108.11,1,0.24,Debit Card,Cancelled,5.0,82.16
ORD-11026,2022-12-09 00:00:00,64.0,Other,UK,Beauty,144.5,4,0.2,Credit Card,Completed,4.0,462.4
ORD-10522,2022-06-24 00:00:00,29.0,Male,Brazil,Books,6.48,4,0.37,PayPal,Completed,3.0,16.33
ORD-10048,2022-01-17 00:00:00,21.0,Other,Canada,Food & Beverage,11.44,6,0.01,Bank Transfer,Completed,5.0,67.95
ORD-10859,2022-10-14 08:00:00,43.0,Other,Canada,Books,9.3,4,0.35,Bank Transfer,Completed,4.0,24.18
ORD-11054,2022-12-18 08:00:00,47.0,Male,Brazil,Clothing,147.01,14,0.03,PayPal,Completed,1.0,1996.4
ORD-11082,2022-12-27 16:00:00,43.0,Male,UK,Sports,78.01,8,0.14,Debit Card,Pending,3.0,536.71
ORD-10134,2022-02-14 16:00:00,57.0,,India,Clothing,78.95,3,0.2,Debit Card,Cancelled,4.0,189.48
ORD-10603,2022-07-21 00:00:00,27.0,Other,Canada,HOME & GARDEN,31.71,14,0.38,Debit Card,Refunded,5.0,275.24
ORD-10214,2022-03-13 08:00:00,58.0,Female,Brazil,Electronics,251.48,12,0.23,,Completed,5.0,2323.68
ORD-10738,2022-09-04 00:00:00,62.0,Other,USA,Clothing,19.76,8,0.11,Credit Card,Refunded,3.0,140.69
ORD-11157,2023-01-21 16:00:00,36.0,Female,India,Sports,43.94,8,0.03,Credit Card,Completed,4.0,340.97
ORD-10676,2022-08-14 08:00:00,27.0,Other,USA,Books,38.56,4,0.29,Bank Transfer,Completed,3.0,109.51
ORD-10679,2022-08-15 08:00:00,55.0,Other,France,ELECTRONICS,16.39,4,0.0,Credit Card,Completed,4.0,65.56
ORD-10193,2022-03-06 08:00:00,18.0,Other,UK,Toys,28.09,1,0.04,Debit Card,Completed,3.0,26.97
ORD-11050,2022-12-17 00:00:00,65.0,,Brazil,Beauty,127.54,11,0.27,Credit Card,Completed,2.0,1024.15
ORD-10870,2022-10-18 00:00:00,65.0,Female,India,Books,19.95,7,0.36,Bank Transfer,Cancelled,4.0,89.38
ORD-10325,2022-04-19 08:00:00,46.0,,France,Home & Garden,76.05,-6,0.32,PayPal,Completed,4.0,-310.28
ORD-10030,2022-01-11 00:00:00,66.0,Other,Australia,Beauty,25.63,13,0.24,Bank Transfer,Refunded,2.0,253.22
ORD-10003,2022-01-02 00:00:00,32.0,Other,Brazil,Sports,490.73,4,0.3,PayPal,Pending,,1374.04
ORD-10631,2022-07-30 08:00:00,65.0,Other,UK,Sports,45.42,11,0.03,Credit Card,Completed,4.0,484.63
ORD-10954,2022-11-15 00:00:00,51.0,Other,Brazil,Sports,44.08,11,0.05,,Completed,4.0,460.64
ORD-10686,2022-08-17 16:00:00,67.0,Other,Canada,Electronics,18.58,1,0.22,Credit Card,Completed,5.0,14.49
ORD-10136,2022-02-15 08:00:00,44.0,,India,Food & Beverage,267.99,9,0.03,Debit Card,Refunded,5.0,2339.55
ORD-10566,2022-07-08 16:00:00,20.0,Male,France,Food & Beverage,81.52,7,0.22,Bank Transfer,Refunded,2.0,445.1
ORD-10569,2022-07-09 16:00:00,57.0,Other,India,Food & Beverage,114.09,8,0.34,,Completed,4.0,602.4
ORD-10415,2022-05-19 08:00:00,57.0,Female,Germany,Sports,70.65,11,0.11,PayPal,Pending,5.0,691.66
ORD-10879,2022-10-21 00:00:00,68.0,Male,UK,Beauty,15.21,5,0.33,PayPal,Completed,5.0,50.95
ORD-10588,2022-07-16 00:00:00,27.0,Female,India,Clothing,154.79,13,0.03,PayPal,Refunded,4.0,1951.9
ORD-10541,2022-06-30 08:00:00,36.0,Male,Brazil,Sports,247.18,6,0.07,Crypto,Completed,,1379.26
ORD-10385,2022-05-09 08:00:00,66.0,Male,Brazil,Books,91.8,1,0.31,Crypto,Completed,3.0,63.34
ORD-10077,2022-01-26 16:00:00,51.0,Other,Australia,Food & Beverage,73.95,14,0.21,Crypto,Pending,3.0,817.89
ORD-10022,2022-01-08 08:00:00,,Other,France,Toys,5.98,1,0.33,,Completed,4.0,4.01
ORD-11132,2023-01-13 08:00:00,66.0,Male,France,Clothing,175.59,8,0.24,Debit Card,Completed,5.0,1067.59
ORD-10917,2022-11-02 16:00:00,65.0,Female,Australia,Electronics,17.18,4,0.05,Credit Card,Completed,4.0,65.28
ORD-10520,2022-06-23 08:00:00,69.0,Male,UK,Electronics,13.68,13,0.18,,Completed,4.0,145.83
ORD-11165,2023-01-24 08:00:00,35.0,Female,Australia,Books,7.36,11,0.23,Bank Transfer,Completed,4.0,62.34
ORD-10527,2022-06-25 16:00:00,38.0,Male,Brazil,Home & Garden,231.74,1,0.01,Crypto,Completed,4.0,229.42
ORD-10998,2022-11-29 16:00:00,35.0,Female,UK,Beauty,22.74,11,0.18,PayPal,Completed,4.0,205.11
ORD-10420,2022-05-21 00:00:00,56.0,Male,Brazil,Clothing,16.0,8,0.26,PayPal,Cancelled,3.0,94.72
ORD-10969,2022-11-20 00:00:00,43.0,Female,India,Sports,82.0,2,0.11,Credit Card,Completed,3.0,145.96
ORD-10560,2022-07-06 16:00:00,50.0,Other,Australia,Books,19.33,6,0.14,Bank Transfer,Pending,5.0,99.74
ORD-10716,2022-08-27 16:00:00,20.0,Female,UK,Food & Beverage,89.1,13,0.09,Bank Transfer,Completed,5.0,1054.05
ORD-10016,2022-01-06 08:00:00,20.0,Female,France,Sports,79.1,13,0.08,Credit Card,Completed,4.0,946.04
ORD-10443,2022-05-28 16:00:00,51.0,Female,Brazil,Beauty,77.19,9,0.04,Debit Card,Completed,3.0,666.92
ORD-10841,2022-10-08 08:00:00,,Female,USA,Food & Beverage,29.62,12,0.32,Bank Transfer,Pending,5.0,241.7
ORD-10862,2022-10-15 08:00:00,67.0,Male,France,Clothing,436.95,9,0.35,Credit Card,Completed,4.0,2556.16
ORD-10140,2022-02-16 16:00:00,54.0,Other,USA,Food & Beverage,36.32,13,0.22,PayPal,Completed,3.0,368.28
ORD-10287,2022-04-06 16:00:00,52.0,Female,Canada,Beauty,63.75,9,0.29,Crypto,Completed,4.0,407.36
ORD-10909,2022-10-31 00:00:00,41.0,Other,Germany,Food & Beverage,44.68,5,0.14,Crypto,Cancelled,5.0,192.12
ORD-10400,2022-05-14 08:00:00,20.0,Female,Brazil,Electronics,175.72,4,0.11,Credit Card,Cancelled,1.0,625.56
ORD-10763,2022-09-12 08:00:00,49.0,Male,France,Food & Beverage,43.25,7,0.34,Credit Card,Completed,,199.81
ORD-10207,2022-03-11 00:00:00,59.0,Male,Canada,Clothing,150.16,12,0.3,Bank Transfer,Completed,3.0,1261.34
ORD-11068,2022-12-23 00:00:00,37.0,Female,Brazil,Sports,262.16,2,0.13,PayPal,Completed,2.0,456.16
ORD-11088,2022-12-29 16:00:00,43.0,Female,France,Clothing,30.59,11,0.37,Crypto,Cancelled,4.0,211.99
ORD-10858,2022-10-14 00:00:00,56.0,Other,Australia,Sports,21.89,6,0.35,Debit Card,Cancelled,3.0,85.37
ORD-10018,2022-01-07 00:00:00,19.0,Other,Australia,electronics,67.1,2,0.15,Debit Card,Completed,4.0,114.07
ORD-10886,2022-10-23 08:00:00,35.0,Other,Brazil,Food & Beverage,12.8,4,0.09,Credit Card,Completed,3.0,46.59
ORD-11036,2022-12-12 08:00:00,58.0,Male,Germany,Sports,51.85,9,0.09,Credit Card,Refunded,4.0,424.65
ORD-10476,2022-06-08 16:00:00,30.0,Female,USA,Toys,22.89,4,0.26,Bank Transfer,Pending,3.0,67.75
ORD-10113,2022-02-07 16:00:00,25.0,Female,Australia,Beauty,116.95,4,0.06,Bank Transfer,Cancelled,4.0,439.73
ORD-10704,2022-08-23 16:00:00,21.0,Male,USA,Food & Beverage,92.96,3,0.24,Bank Transfer,Completed,2.0,211.95
ORD-10099,2022-02-03 00:00:00,32.0,Other,Brazil,Clothing,83.46,2,0.38,,Completed,3.0,103.49
ORD-10653,2022-08-06 16:00:00,29.0,Male,Canada,Electronics,70.34,13,0.32,Bank Transfer,Completed,4.0,621.81
ORD-10722,2022-08-29 16:00:00,,Female,Germany,Books,35.52,1,0.28,Credit Card,Completed,4.0,25.57
ORD-10434,2022-05-25 16:00:00,25.0,Female,Australia,Sports,103.64,1,0.1,PayPal,Completed,5.0,93.28
ORD-10102,2022-02-04 00:00:00,42.0,Male,Brazil,Food & Beverage,75.83,9,0.4,Bank Transfer,Pending,4.0,409.48
ORD-10766,2022-09-13 08:00:00,55.0,Male,Canada,Clothing,22.31,10,0.03,Debit Card,Completed,3.0,216.41
ORD-10269,2022-03-31 16:00:00,49.0,,Brazil,Toys,114.34,11,0.17,PayPal,Refunded,3.0,1043.92
ORD-10620,2022-07-26 16:00:00,29.0,Other,UK,Electronics,76.9,14,0.13,Credit Card,Refunded,5.0,936.64
ORD-10437,2022-05-26 16:00:00,31.0,Female,UK,Books,11.21,8,0.24,Crypto,Completed,,68.16
ORD-10887,2022-10-23 16:00:00,47.0,Female,France,Clothing,28.77,3,0.19,Debit Card,Completed,2.0,69.91
ORD-10353,2022-04-28 16:00:00,55.0,Female,Australia,Toys,187.18,3,0.2,Crypto,Completed,4.0,449.23
ORD-10430,2022-05-24 08:00:00,,Other,UK,Home & Garden,4670.402672682743,14,0.26,Credit Card,Completed,4.0,48385.37
ORD-10050,2022-01-17 16:00:00,31.0,Other,Brazil,Food & Beverage,151.83,4,0.13,Debit Card,Completed,5.0,528.37
ORD-11164,2023-01-24 00:00:00,42.0,Male,France,Toys,20.72,12,0.07,,Completed,5.0,231.24
ORD-10131,2022-02-13 16:00:00,54.0,Male,Brazil,Electronics,107.07,5,0.38,PayPal,Refunded,,331.92
ORD-10272,2022-04-01 16:00:00,58.0,Other,UK,Sports,64.12,1,0.39,Crypto,Refunded,5.0,39.11
ORD-10343,2022-04-25 08:00:00,20.0,Female,UK,Beauty,134.06,12,0.0,Bank Transfer,Completed,5.0,1608.72
ORD-10725,2022-08-30 16:00:00,56.0,Other,UK,Home & Garden,33.18,12,0.26,Credit Card,Completed,5.0,294.64
ORD-10412,2022-05-18 08:00:00,19.0,Other,Brazil,Sports,22.17,1,0.17,PayPal,Completed,3.0,18.4
ORD-10798,2022-09-24 00:00:00,,Female,Australia,Toys,131.29,1,0.3,Debit Card,Pending,5.0,91.9
ORD-10678,2022-08-15 00:00:00,34.0,Other,Australia,Home & Garden,15.75,1,0.28,Credit Card,Completed,2.0,11.34
ORD-10158,2022-02-22 16:00:00,56.0,Other,UK,Books,41.05,10,0.23,Credit Card,Completed,5.0,316.08
ORD-10304,2022-04-12 08:00:00,36.0,Male,Canada,Clothing,30.36,11,0.38,Crypto,Pending,4.0,207.06
ORD-10865,2022-10-16 08:00:00,61.0,Female,India,Food & Beverage,74.49,2,0.29,Crypto,Completed,5.0,105.78
ORD-10020,2022-01-07 16:00:00,61.0,Male,UK,Sports,47.07,13,0.31,Crypto,Cancelled,4.0,422.22
ORD-10466,2022-06-05 08:00:00,,Other,USA,Food & Beverage,110.12,6,0.04,Credit Card,Completed,2.0,634.29
ORD-10379,2022-05-07 08:00:00,23.0,Other,UK,food & beverage,386.18,12,0.14,Crypto,Completed,3.0,3985.38
ORD-11057,2022-12-19 08:00:00,,Female,USA,Toys,11.9,13,0.21,Credit Card,Completed,2.0,122.21
ORD-10397,2022-05-13 08:00:00,42.0,Other,USA,Beauty,13.95,5,0.17,Credit Card,Pending,4.0,57.89
ORD-10338,2022-04-23 16:00:00,38.0,Male,Brazil,Books,8.85,8,0.31,Debit Card,Refunded,4.0,48.85
ORD-11129,2023-01-12 08:00:00,,Male,Brazil,Food & Beverage,70.32,13,0.12,,Completed,5.0,804.46
ORD-10878,2022-10-20 16:00:00,28.0,Male,Germany,Beauty,43.57,1,0.39,PayPal,Completed,,26.58
ORD-10657,2022-08-08 00:00:00,53.0,Female,Canada,Food & Beverage,15.5,13,0.35,Credit Card,Refunded,4.0,130.98
ORD-10612,2022-07-24 00:00:00,35.0,Other,UK,Electronics,85.09,7,0.2,,Completed,3.0,476.5
ORD-10015,2022-01-06 00:00:00,41.0,Other,Brazil,Electronics,9931.069998539737,4,0.18,Crypto,Completed,2.0,32573.91
ORD-10360,2022-05-01 00:00:00,51.0,Male,UK,Sports,53.92,11,0.05,Credit Card,Refunded,4.0,563.46
ORD-10586,2022-07-15 08:00:00,46.0,Male,India,Food & Beverage,264.09,1,0.21,PayPal,Completed,2.0,208.63
ORD-10472,2022-06-07 08:00:00,52.0,Female,USA,Toys,34.91,14,0.29,Debit Card,Completed,4.0,347.01
ORD-10791,2022-09-21 16:00:00,63.0,Female,India,Food & Beverage,42.41,12,0.25,Crypto,Refunded,4.0,381.69
ORD-11111,2023-01-06 08:00:00,22.0,Female,Brazil,TOYS,14.14,10,0.08,Credit Card,Completed,5.0,130.09
ORD-10529,2022-06-26 08:00:00,53.0,Male,USA,Home & Garden,66.13,13,0.2,PayPal,Completed,4.0,687.75
ORD-10023,2022-01-08 16:00:00,19.0,Male,UK,Home & Garden,77.99,14,0.34,Credit Card,Cancelled,4.0,720.63
ORD-11141,2023-01-16 08:00:00,52.0,Male,Australia,Toys,98.15,11,0.37,Crypto,Completed,4.0,680.18
ORD-10188,2022-03-04 16:00:00,28.0,Other,UK,Home & Garden,14.02,12,0.25,Credit Card,Completed,4.0,126.18
ORD-11067,2022-12-22 16:00:00,19.0,Other,France,Home & Garden,10.74,7,0.27,Credit Card,Completed,4.0,54.88
ORD-11027,2022-12-09 08:00:00,39.0,Male,Australia,Sports,59.73,9,0.2,Credit Card,Completed,5.0,430.06
ORD-11195,2023-02-03 08:00:00,59.0,Male,India,Clothing,10.17,8,0.09,Debit Card,Completed,2.0,74.04
ORD-11098,2023-01-02 00:00:00,,Female,India,Beauty,67.82,5,0.18,PayPal,Refunded,5.0,278.06
ORD-10007,2022-01-03 08:00:00,56.0,Male,Germany,Food & Beverage,17.36,14,0.04,Credit Card,Pending,1.0,233.32
ORD-10616,2022-07-25 08:00:00,41.0,Male,France,Sports,10.73,14,0.21,Crypto,Cancelled,4.0,118.67
ORD-10921,2022-11-04 00:00:00,40.0,,Germany,Food & Beverage,6.85,5,0.25,Credit Card,Completed,5.0,25.69
ORD-10840,2022-10-08 00:00:00,34.0,,UK,Home & Garden,123.49,10,0.34,Debit Card,Completed,4.0,815.03
ORD-10215,2022-03-13 16:00:00,69.0,Female,UK,Books,16.6,10,0.14,Crypto,Completed,3.0,142.76
ORD-10109,2022-02-06 08:00:00,41.0,Female,UK,Home & Garden,120.97,6,0.06,PayPal,Completed,,682.27
ORD-10219,2022-03-15 00:00:00,29.0,Female,UK,Food & Beverage,19.14,8,0.37,,Completed,4.0,96.47
ORD-11160,2023-01-22 16:00:00,21.0,Male,Germany,Electronics,24.59,5,0.01,Crypto,Pending,2.0,121.72
ORD-10764,2022-09-12 16:00:00,33.0,Other,Australia,Clothing,22.57,8,0.1,,Completed,4.0,162.5
ORD-10203,2022-03-09 16:00:00,26.0,Female,India,home & garden,21.3,8,0.02,Credit Card,Cancelled,5.0,166.99
ORD-11071,2022-12-24 00:00:00,21.0,Other,Germany,Electronics,36.11,6,0.35,Bank Transfer,Cancelled,,140.83
ORD-10627,2022-07-29 00:00:00,47.0,Male,Germany,Beauty,161.15,1,0.2,Credit Card,Completed,4.0,128.92
ORD-10027,2022-01-10 00:00:00,39.0,Female,Germany,Toys,145.26,6,0.35,Credit Card,Completed,,566.51
ORD-10230,2022-03-18 16:00:00,45.0,Female,France,Electronics,77.96,4,0.17,Bank Transfer,Pending,5.0,258.83
ORD-10401,2022-05-14 16:00:00,57.0,Male,UK,Beauty,265.18,14,0.11,Debit Card,Completed,3.0,3304.14
ORD-10052,2022-01-18 08:00:00,26.0,Other,Germany,Books,15.48,7,0.05,Crypto,Cancelled,5.0,102.94
ORD-10945,2022-11-12 00:00:00,39.0,Female,UK,Sports,77.17,10,0.2,Credit Card,Refunded,3.0,617.36
ORD-10697,2022-08-21 08:00:00,18.0,Male,France,Toys,122.06,2,0.3,Credit Card,Completed,,170.88
ORD-11114,2023-01-07 08:00:00,61.0,Female,Brazil,SPORTS,273.49,8,0.16,,Cancelled,5.0,1837.85
ORD-10074,2022-01-25 16:00:00,35.0,Male,Australia,Electronics,7.67,8,0.01,Credit Card,Cancelled,4.0,60.75
ORD-10891,2022-10-25 00:00:00,51.0,Female,Germany,Clothing,61.55,13,0.06,Crypto,Completed,1.0,752.14
ORD-10796,2022-09-23 08:00:00,22.0,Female,Canada,Books,62.92,11,0.23,Credit Card,Completed,2.0,532.93
ORD-10046,2022-01-16 08:00:00,56.0,Other,Australia,Toys,42.53,5,0.11,Crypto,Completed,4.0,189.26
ORD-10196,2022-03-07 08:00:00,30.0,Other,Australia,Books,73.13,4,0.19,Bank Transfer,Completed,4.0,236.94
ORD-10666,2022-08-11 00:00:00,22.0,Female,India,Food & Beverage,98.23,14,0.17,PayPal,Cancelled,4.0,1141.43
ORD-10562,2022-07-07 08:00:00,68.0,Male,France,CLOTHING,108.23,2,0.38,,Completed,3.0,134.21
ORD-10877,2022-10-20 08:00:00,19.0,Male,Brazil,Food & Beverage,56.53,10,0.03,PayPal,Completed,4.0,548.34
ORD-10126,2022-02-12 00:00:00,51.0,Other,Australia,Beauty,77.32,2,0.06,Crypto,Completed,4.0,145.36
ORD-10718,2022-08-28 08:00:00,30.0,Female,USA,home & garden,212.94,3,0.36,Bank Transfer,Completed,3.0,408.84
ORD-11077,2022-12-26 00:00:00,68.0,Female,Canada,TOYS,63.85,8,0.29,Debit Card,Completed,4.0,362.67
ORD-10064,2022-01-22 08:00:00,34.0,Other,Brazil,Toys,129.01,12,0.31,Bank Transfer,Completed,4.0,1068.2
ORD-10831,2022-10-05 00:00:00,22.0,Female,UK,Clothing,51.77,11,0.28,Debit Card,Completed,5.0,410.02
ORD-10992,2022-11-27 16:00:00,64.0,Female,Brazil,Sports,96.4,13,0.0,,Completed,4.0,1253.2
ORD-10827,2022-10-03 16:00:00,,Male,Canada,HOME & GARDEN,17.23,10,0.06,Crypto,Completed,4.0,161.96
ORD-11008,2022-12-03 00:00:00,34.0,Male,India,Toys,165.0,8,0.19,Crypto,Completed,4.0,1069.2
ORD-10866,2022-10-16 16:00:00,,Other,Brazil,Food & Beverage,12.44,13,0.11,Bank Transfer,Cancelled,3.0,143.93
ORD-10708,2022-08-25 00:00:00,36.0,Female,Brazil,Beauty,79.3,7,0.25,PayPal,Pending,3.0,416.33
ORD-10781,2022-09-18 08:00:00,44.0,Male,Australia,Clothing,161.96,5,0.23,PayPal,Completed,3.0,623.55
ORD-10333,2022-04-22 00:00:00,,Other,India,Beauty,46.08,2,0.22,Credit Card,Refunded,2.0,71.88
ORD-10623,2022-07-27 16:00:00,40.0,,UK,books,13.01,8,0.08,Credit Card,Completed,2.0,95.75
ORD-11078,2022-12-26 08:00:00,19.0,Other,India,Books,81.67,12,0.28,Crypto,Completed,4.0,705.63
ORD-10552,2022-07-04 00:00:00,45.0,Other,France,Beauty,80.79,7,0.14,Crypto,Completed,5.0,486.36
ORD-10405,2022-05-16 00:00:00,49.0,Female,India,Food & Beverage,142.16,7,0.21,Debit Card,Completed,,786.14
ORD-10062,2022-01-21 16:00:00,52.0,Female,Germany,Home & Garden,114.08,6,0.27,Bank Transfer,Completed,2.0,499.67
ORD-10218,2022-03-14 16:00:00,69.0,Male,Germany,Books,67.09,-9,0.08,Debit Card,Completed,5.0,-555.51
ORD-10357,2022-04-30 00:00:00,25.0,Female,Brazil,Clothing,7.84,3,0.32,,Completed,5.0,15.99
ORD-10777,2022-09-17 00:00:00,45.0,Male,Germany,Books,305.83,12,0.05,PayPal,Completed,2.0,3486.46
ORD-10814,2022-09-29 08:00:00,42.0,Other,USA,Beauty,18.28,8,0.24,Debit Card,Refunded,5.0,111.14
ORD-10548,2022-07-02 16:00:00,41.0,Female,Germany,Toys,223.92,13,0.12,Debit Card,Completed,4.0,2561.64
ORD-10275,2022-04-02 16:00:00,56.0,Male,India,Home & Garden,41.29,7,0.12,Credit Card,Cancelled,4.0,254.35
ORD-10810,2022-09-28 00:00:00,66.0,Other,Germany,Books,137.66,13,0.39,Bank Transfer,Completed,5.0,1091.64
ORD-11012,2022-12-04 08:00:00,,Other,USA,Books,81.17,9,0.19,PayPal,Completed,5.0,591.73
ORD-10913,2022-11-01 08:00:00,19.0,Male,Germany,Toys,84.1,12,0.19,Credit Card,Completed,,817.45
ORD-11010,2022-12-03 16:00:00,,Female,India,Food & Beverage,89.38,8,0.3,PayPal,Cancelled,3.0,500.53
ORD-10509,2022-06-19 16:00:00,68.0,Female,Australia,Home & Garden,96.27,5,0.22,Crypto,Completed,5.0,375.45
ORD-10871,2022-10-18 08:00:00,64.0,Male,USA,Electronics,47.14,3,0.25,Debit Card,Completed,4.0,106.07
ORD-10754,2022-09-09 08:00:00,32.0,Female,Brazil,Toys,114.91,14,0.02,Crypto,Refunded,4.0,1576.57
ORD-10235,2022-03-20 08:00:00,18.0,Other,UK,Home & Garden,279.61,11,0.14,Bank Transfer,Completed,5.0,2645.11
ORD-10769,2022-09-14 08:00:00,45.0,Male,Brazil,Clothing,64.23,6,0.13,Debit Card,Completed,4.0,335.28
ORD-10720,2022-08-29 00:00:00,45.0,Other,Brazil,Electronics,190.31,8,0.08,Debit Card,Completed,4.0,1400.68
ORD-10792,2022-09-22 00:00:00,,,USA,sports,64.81,3,0.23,PayPal,Pending,3.0,149.71
ORD-10849,2022-10-11 00:00:00,21.0,,France,Home & Garden,147.64,9,0.37,Bank Transfer,Cancelled,3.0,837.12
ORD-10758,2022-09-10 16:00:00,,Other,Germany,Home & Garden,50.09,3,0.36,Bank Transfer,Cancelled,4.0,96.17
ORD-10532,2022-06-27 08:00:00,54.0,Male,Australia,Home & Garden,144.22,12,0.37,Bank Transfer,Completed,2.0,1090.3
ORD-10100,2022-02-03 08:00:00,62.0,Female,France,Clothing,42.95,10,0.38,Credit Card,Cancelled,3.0,266.29
ORD-11148,2023-01-18 16:00:00,28.0,Male,Brazil,Clothing,5.89,13,0.0,Crypto,Pending,4.0,76.57
ORD-10182,2022-03-02 16:00:00,45.0,Other,Germany,Beauty,140.02,7,0.2,Debit Card,Completed,5.0,784.11
ORD-10332,2022-04-21 16:00:00,58.0,Other,France,Food & Beverage,10.38,11,0.29,Debit Card,Completed,3.0,81.07
ORD-10726,2022-08-31 00:00:00,18.0,Male,India,Toys,88.77,3,0.32,PayPal,Pending,,181.09
ORD-11035,2022-12-12 00:00:00,59.0,Other,Germany,Electronics,360.68,12,0.18,Crypto,Refunded,5.0,3549.09
ORD-10903,2022-10-29 00:00:00,21.0,Male,Germany,electronics,233.32,8,0.14,,Completed,3.0,1605.24
ORD-10986,2022-11-25 16:00:00,62.0,Other,India,Books,270.54,6,0.27,PayPal,Completed,3.0,1184.97
ORD-10799,2022-09-24 08:00:00,19.0,Female,France,Home & Garden,88.21,6,0.18,Crypto,Pending,5.0,433.99
ORD-10258,2022-03-28 00:00:00,23.0,Male,Canada,Toys,75.99,12,0.31,Debit Card,Refunded,4.0,629.2
ORD-10138,2022-02-16 00:00:00,18.0,,Australia,Clothing,17.17,12,0.32,Bank Transfer,Completed,3.0,140.11
ORD-10649,2022-08-05 08:00:00,64.0,Male,UK,Clothing,126.78,8,0.35,Debit Card,Refunded,4.0,659.26
ORD-10544,2022-07-01 08:00:00,22.0,Female,India,Beauty,77.27,3,0.33,Bank Transfer,Pending,2.0,155.31
ORD-10961,2022-11-17 08:00:00,,Male,Australia,Sports,33.23,9,0.26,Debit Card,Completed,3.0,221.31
ORD-10580,2022-07-13 08:00:00,67.0,Female,France,Electronics,46.3,10,0.09,,Completed,4.0,421.33
ORD-10819,2022-10-01 00:00:00,50.0,Other,Australia,Clothing,20.72,13,0.15,PayPal,Completed,5.0,228.96
ORD-10644,2022-08-03 16:00:00,45.0,Male,Australia,Clothing,40.61,1,0.13,Crypto,Completed,4.0,35.33
ORD-11166,2023-01-24 16:00:00,57.0,Other,France,Food & Beverage,19.61,9,0.12,PayPal,Pending,4.0,155.31
ORD-10636,2022-08-01 00:00:00,66.0,Male,Canada,Beauty,37.14,13,0.1,Bank Transfer,Cancelled,5.0,434.54
ORD-10040,2022-01-14 08:00:00,20.0,Male,Brazil,Home & Garden,13.63,13,0.36,PayPal,Pending,1.0,113.4
ORD-11130,2023-01-12 16:00:00,47.0,Male,Canada,Electronics,138.6,11,0.2,Credit Card,Pending,4.0,1219.68
ORD-10960,2022-11-17 00:00:00,26.0,Male,USA,Sports,82.3,11,0.2,Crypto,Completed,3.0,724.24
ORD-10072,2022-01-25 00:00:00,21.0,Other,USA,Sports,205.53,5,0.05,,Completed,4.0,976.27
ORD-10495,2022-06-15 00:00:00,65.0,Other,UK,Sports,5.1,14,0.34,,Pending,5.0,47.12
ORD-10671,2022-08-12 16:00:00,28.0,Female,UK,Books,36.22,1,0.14,PayPal,Completed,3.0,31.15
ORD-10593,2022-07-17 16:00:00,24.0,Male,USA,Clothing,67.7,14,0.14,Crypto,Pending,2.0,815.11
ORD-10084,2022-01-29 00:00:00,25.0,Other,Brazil,Toys,24.13,14,0.34,PayPal,Pending,4.0,222.96
ORD-10032,2022-01-11 16:00:00,59.0,Other,Canada,sports,32.17,5,0.05,,Completed,4.0,152.81
ORD-10308,2022-04-13 16:00:00,37.0,Male,Brazil,Home & Garden,64.14,9,0.12,Debit Card,Cancelled,2.0,507.99
ORD-11047,2022-12-16 00:00:00,38.0,Male,Canada,Beauty,387.25,4,0.05,,Pending,4.0,1471.55
ORD-10955,2022-11-15 08:00:00,66.0,Other,Germany,Food & Beverage,71.49,1,0.08,Crypto,Completed,3.0,65.77
ORD-10610,2022-07-23 08:00:00,65.0,Female,UK,Toys,46.58,1,0.28,Crypto,Refunded,4.0,33.54
ORD-10576,2022-07-12 00:00:00,48.0,,Brazil,Sports,37.32,1,0.06,Debit Card,Pending,2.0,35.08
ORD-10191,2022-03-05 16:00:00,,Female,Australia,Beauty,29.79,3,0.34,PayPal,Completed,5.0,58.98
ORD-10617,2022-07-25 16:00:00,40.0,Female,USA,Sports,50.98,10,0.05,Credit Card,Completed,4.0,484.31
ORD-11137,2023-01-15 00:00:00,28.0,Female,UK,Beauty,34.79,2,0.36,Credit Card,Completed,5.0,44.53
ORD-10786,2022-09-20 00:00:00,30.0,Male,UK,Toys,21.39,3,0.31,Bank Transfer,Completed,5.0,44.28
ORD-10368,2022-05-03 16:00:00,65.0,Female,Brazil,Sports,219.58,14,0.1,Debit Card,Cancelled,2.0,2766.71
ORD-10277,2022-04-03 08:00:00,,Other,Canada,Home & Garden,57.48,5,0.0,Debit Card,Pending,4.0,287.4
ORD-10571,2022-07-10 08:00:00,,Other,Brazil,toys,50.48,6,0.34,Credit Card,Completed,4.0,199.9
ORD-10252,2022-03-26 00:00:00,39.0,Other,Germany,Food & Beverage,2064.7994322369323,7,0.2,Crypto,Completed,2.0,11562.88
ORD-11021,2022-12-07 08:00:00,58.0,Female,Canada,Electronics,11.36,7,0.08,,Completed,,73.16
ORD-10070,2022-01-24 08:00:00,23.0,Female,France,Electronics,55.14,9,0.31,PayPal,Cancelled,5.0,342.42
ORD-10645,2022-08-04 00:00:00,31.0,Other,Germany,Clothing,43.16,8,0.32,Credit Card,Refunded,4.0,234.79
