order_id,date,customer_age,gender,country,category,unit_price,quantity,discount,payment_method,order_status,customer_rating,revenue,year,month,month_name,weekday,quarter,age_group
Ord-11121,2023-01-09 16:00:00,43,Female,France,Toys,80.73,12,0.08,Crypto,Completed,5,891.26,2023,1,Jan,Monday,1,36-45
Ord-10578,2022-07-12 16:00:00,19,Male,Germany,Electronics,59.38,12,0.07,Paypal,Completed,4,662.68,2022,7,Jul,Tuesday,3,18-25
Ord-10668,2022-08-11 16:00:00,40,Female,Australia,Sports,57.3,14,0.22,Paypal,Completed,4,625.72,2022,8,Aug,Thursday,3,36-45
Ord-10908,2022-10-30 16:00:00,37,Other,Brazil,Electronics,71.88,3,0.06,Crypto,Completed,1,202.7,2022,10,Oct,Sunday,4,36-45
Ord-10317,2022-04-16 16:00:00,55,Female,Australia,Beauty,197.94,14,0.28,Crypto,Completed,1,1462.3449999999998,2022,4,Apr,Saturday,2,46-55
Ord-10223,2022-03-16 08:00:00,66,Other,Uk,Sports,18.44,12,0.02,Credit Card,Pending,1,216.85,2022,3,Mar,Wednesday,1,56-70
Ord-10855,2022-10-13 00:00:00,45,Female,India,Beauty,96.19,4,0.17,Crypto,Completed,5,319.35,2022,10,Oct,Thursday,4,36-45
Ord-10653,2022-08-06 16:00:00,29,Male,Canada,Electronics,70.34,13,0.32,Bank Transfer,Completed,4,621.81,2022,8,Aug,Saturday,3,26-35
Ord-10025,2022-01-09 08:00:00,50,Other,Canada,Beauty,105.75,6,0.26,Credit Card,Completed,5,469.53,2022,1,Jan,Sunday,1,46-55
Ord-10456,2022-06-02 00:00:00,32,Male,India,Home & Garden,64.9,9,0.18,Crypto,Pending,4,478.96,2022,6,Jun,Thursday,2,26-35
Ord-10301,2022-04-11 08:00:00,26,Male,Uk,Books,8.07,12,0.07,Credit Card,Completed,1,90.06,2022,4,Apr,Monday,2,26-35
Ord-11043,2022-12-14 16:00:00,23,Other,Germany,Home & Garden,7.9,9,0.15,Paypal,Pending,4,60.44,2022,12,Dec,Wednesday,4,18-25
Ord-11075,2022-12-25 08:00:00,47,Male,Germany,Sports,58.24,10,0.39,Credit Card,Completed,4,355.26,2022,12,Dec,Sunday,4,46-55
Ord-11030,2022-12-10 08:00:00,25,Other,Usa,Sports,25.59,5,0.22,Debit Card,Completed,3,99.8,2022,12,Dec,Saturday,4,18-25
Ord-10602,2022-07-20 16:00:00,53,Male,Brazil,Beauty,249.85750000000002,1,0.09,Debit Card,Completed,3,357.28,2022,7,Jul,Wednesday,3,46-55
Ord-10481,2022-06-10 08:00:00,34,Male,Brazil,Electronics,67.69,3,0.35,Paypal,Completed,3,132.0,2022,6,Jun,Friday,2,26-35
Ord-10664,2022-08-10 08:00:00,31,Female,Germany,Toys,13.72,9,0.15,Paypal,Completed,3,104.96,2022,8,Aug,Wednesday,3,26-35
Ord-10383,2022-05-08 16:00:00,41,Other,Australia,Food & Beverage,194.6,4,0.16,Paypal,Refunded,4,653.86,2022,5,May,Sunday,2,36-45
Ord-11175,2023-01-27 16:00:00,40,Female,India,Clothing,102.11,4,0.02,Credit Card,Refunded,4,400.27,2023,1,Jan,Friday,1,36-45
Ord-10351,2022-04-28 00:00:00,63,Male,France,Books,59.05,1,0.39,Paypal,Pending,4,36.02,2022,4,Apr,Thursday,2,56-70
Ord-10638,2022-08-01 16:00:00,29,Female,Uk,Books,93.55,14,0.29,Debit Card,Completed,3,929.89,2022,8,Aug,Monday,3,26-35
Ord-10478,2022-06-09 08:00:00,59,Other,Usa,Electronics,105.4,14,0.29,Bank Transfer,Pending,4,1047.68,2022,6,Jun,Thursday,2,56-70
Ord-10948,2022-11-13 00:00:00,18,Male,Uk,Beauty,31.03,4,0.14,Debit Card,Completed,4,106.74,2022,11,Nov,Sunday,4,18-25
Ord-11052,2022-12-17 16:00:00,47,Male,Australia,Food & Beverage,47.5,8,0.37,Crypto,Cancelled,3,239.4,2022,12,Dec,Saturday,4,46-55
Ord-10101,2022-02-03 16:00:00,18,Female,Canada,Electronics,149.91,11,0.31,Debit Card,Pending,4,1137.82,2022,2,Feb,Thursday,1,18-25
Ord-10307,2022-04-13 08:00:00,43,Male,France,Home & Garden,37.8,5,0.24,Credit Card,Refunded,2,143.64,2022,4,Apr,Wednesday,2,36-45
Ord-10253,2022-03-26 08:00:00,28,Other,Brazil,Books,88.23,9,0.16,Paypal,Completed,4,667.02,2022,3,Mar,Saturday,1,26-35
Ord-10951,2022-11-14 00:00:00,29,Other,Brazil,Clothing,6.43,10,0.13,Paypal,Completed,4,55.94,2022,11,Nov,Monday,4,26-35
Ord-10500,2022-06-16 16:00:00,33,Other,Germany,Books,25.45,13,0.08,Credit Card,Pending,4,304.38,2022,6,Jun,Thursday,2,26-35
Ord-11174,2023-01-27 08:00:00,50,Other,Germany,Electronics,25.44,4,0.02,Credit Card,Completed,3,99.72,2023,1,Jan,Friday,1,46-55
Ord-10177,2022-03-01 00:00:00,45,Other,India,Beauty,189.67,2,0.26,Debit Card,Completed,4,280.71,2022,3,Mar,Tuesday,1,36-45
Ord-11163,2023-01-23 16:00:00,59,Other,Usa,Home & Garden,5.15,13,0.04,Credit Card,Pending,3,64.27,2023,1,Jan,Monday,1,56-70
Ord-11186,2023-01-31 08:00:00,68,Other,Australia,Food & Beverage,249.85750000000002,1,0.14,Credit Card,Completed,4,280.58,2023,1,Jan,Tuesday,1,56-70
Ord-10662,2022-08-09 16:00:00,59,Male,Australia,Beauty,20.88,5,0.26,Crypto,Completed,4,77.26,2022,8,Aug,Tuesday,3,56-70
Ord-10171,2022-02-27 00:00:00,43,Female,Brazil,Books,101.01,10,0.39,Credit Card,Pending,3,616.16,2022,2,Feb,Sunday,1,36-45
Ord-10266,2022-03-30 16:00:00,20,Female,Germany,Toys,14.8,3,0.05,Paypal,Completed,4,42.18,2022,3,Mar,Wednesday,1,18-25
Ord-10646,2022-08-04 08:00:00,48,Other,Germany,Home & Garden,79.42,12,0.18,Credit Card,Pending,3,781.49,2022,8,Aug,Thursday,3,46-55
Ord-10534,2022-06-28 00:00:00,27,Other,India,Home & Garden,36.1,12,0.31,Debit Card,Completed,3,298.91,2022,6,Jun,Tuesday,2,26-35
Ord-10835,2022-10-06 08:00:00,54,Male,Usa,Food & Beverage,38.37,10,0.07,Credit Card,Completed,4,356.84,2022,10,Oct,Thursday,4,46-55
Ord-10034,2022-01-12 08:00:00,33,Male,Brazil,Home & Garden,199.3,10,0.3,Debit Card,Completed,4,1395.1,2022,1,Jan,Wednesday,1,26-35
Ord-10295,2022-04-09 08:00:00,18,Female,Usa,Sports,43.76,5,0.16,Paypal,Completed,1,183.79,2022,4,Apr,Saturday,2,18-25
Ord-11087,2022-12-29 08:00:00,23,Female,Australia,Clothing,19.3,7,0.33,Paypal,Completed,4,90.52,2022,12,Dec,Thursday,4,18-25
Ord-10950,2022-11-13 16:00:00,58,Female,Canada,Food & Beverage,5.03,7,0.16,Credit Card,Completed,4,29.58,2022,11,Nov,Sunday,4,56-70
Ord-10707,2022-08-24 16:00:00,48,Female,Uk,Food & Beverage,18.88,9,0.23,Paypal,Completed,4,130.84,2022,8,Aug,Wednesday,3,46-55
Ord-10648,2022-08-05 00:00:00,36,Male,Brazil,Sports,66.0,12,0.34,Paypal,Completed,4,522.72,2022,8,Aug,Friday,3,36-45
Ord-10365,2022-05-02 16:00:00,64,Other,Australia,Sports,157.95,5,0.35,Credit Card,Completed,4,513.34,2022,5,May,Monday,2,56-70
Ord-10474,2022-06-08 00:00:00,69,Male,Usa,Electronics,108.11,1,0.24,Debit Card,Cancelled,5,82.16,2022,6,Jun,Wednesday,2,56-70
Ord-11026,2022-12-09 00:00:00,64,Other,Uk,Beauty,144.5,4,0.2,Credit Card,Completed,4,462.4,2022,12,Dec,Friday,4,56-70
Ord-10522,2022-06-24 00:00:00,29,Male,Brazil,Books,6.48,4,0.37,Paypal,Completed,3,16.33,2022,6,Jun,Friday,2,26-35
Ord-10048,2022-01-17 00:00:00,21,Other,Canada,Food & Beverage,11.44,6,0.01,Bank Transfer,Completed,5,67.95,2022,1,Jan,Monday,1,18-25
Ord-10859,2022-10-14 08:00:00,43,Other,Canada,Books,9.3,4,0.35,Bank Transfer,Completed,4,24.18,2022,10,Oct,Friday,4,36-45
Ord-11054,2022-12-18 08:00:00,47,Male,Brazil,Clothing,147.01,14,0.03,Paypal,Completed,1,1462.3449999999998,2022,12,Dec,Sunday,4,46-55
Ord-11082,2022-12-27 16:00:00,43,Male,Uk,Sports,78.01,8,0.14,Debit Card,Pending,3,536.71,2022,12,Dec,Tuesday,4,36-45
Ord-10134,2022-02-14 16:00:00,57,Other,India,Clothing,78.95,3,0.2,Debit Card,Cancelled,4,189.48,2022,2,Feb,Monday,1,56-70
Ord-10603,2022-07-21 00:00:00,27,Other,Canada,Home & Garden,31.71,14,0.38,Debit Card,Refunded,5,275.24,2022,7,Jul,Thursday,3,26-35
Ord-10214,2022-03-13 08:00:00,58,Female,Brazil,Electronics,249.85750000000002,12,0.23,Credit Card,Completed,5,1462.3449999999998,2022,3,Mar,Sunday,1,56-70
Ord-10738,2022-09-04 00:00:00,62,Other,Usa,Clothing,19.76,8,0.11,Credit Card,Refunded,3,140.69,2022,9,Sep,Sunday,3,56-70
Ord-11157,2023-01-21 16:00:00,36,Female,India,Sports,43.94,8,0.03,Credit Card,Completed,4,340.97,2023,1,Jan,Saturday,1,36-45
Ord-10676,2022-08-14 08:00:00,27,Other,Usa,Books,38.56,4,0.29,Bank Transfer,Completed,3,109.51,2022,8,Aug,Sunday,3,26-35
Ord-10679,2022-08-15 08:00:00,55,Other,France,Electronics,16.39,4,0.0,Credit Card,Completed,4,65.56,2022,8,Aug,Monday,3,46-55
Ord-10193,2022-03-06 08:00:00,18,Other,Uk,Toys,28.09,1,0.04,Debit Card,Completed,3,26.97,2022,3,Mar,Sunday,1,18-25
Ord-11050,2022-12-17 00:00:00,65,Other,Brazil,Beauty,127.54,11,0.27,Credit Card,Completed,2,1024.15,2022,12,Dec,Saturday,4,56-70
Ord-10870,2022-10-18 00:00:00,65,Female,India,Books,19.95,7,0.36,Bank Transfer,Cancelled,4,89.38,2022,10,Oct,Tuesday,4,56-70
Ord-10325,2022-04-19 08:00:00,46,Other,France,Home & Garden,76.05,6,0.32,Paypal,Completed,4,310.28,2022,4,Apr,Tuesday,2,46-55
Ord-10030,2022-01-11 00:00:00,66,Other,Australia,Beauty,25.63,13,0.24,Bank Transfer,Refunded,2,253.22,2022,1,Jan,Tuesday,1,56-70
Ord-10003,2022-01-02 00:00:00,32,Other,Brazil,Sports,249.85750000000002,4,0.3,Paypal,Pending,4,1374.04,2022,1,Jan,Sunday,1,26-35
Ord-10631,2022-07-30 08:00:00,65,Other,Uk,Sports,45.42,11,0.03,Credit Card,Completed,4,484.63,2022,7,Jul,Saturday,3,56-70
Ord-10954,2022-11-15 00:00:00,51,Other,Brazil,Sports,44.08,11,0.05,Credit Card,Completed,4,460.64,2022,11,Nov,Tuesday,4,46-55
Ord-10686,2022-08-17 16:00:00,67,Other,Canada,Electronics,18.58,1,0.22,Credit Card,Completed,5,14.49,2022,8,Aug,Wednesday,3,56-70
Ord-10136,2022-02-15 08:00:00,44,Other,India,Food & Beverage,249.85750000000002,9,0.03,Debit Card,Refunded,5,1462.3449999999998,2022,2,Feb,Tuesday,1,36-45
Ord-10566,2022-07-08 16:00:00,20,Male,France,Food & Beverage,81.52,7,0.22,Bank Transfer,Refunded,2,445.1,2022,7,Jul,Friday,3,18-25
Ord-10569,2022-07-09 16:00:00,57,Other,India,Food & Beverage,114.09,8,0.34,Credit Card,Completed,4,602.4,2022,7,Jul,Saturday,3,56-70
Ord-10415,2022-05-19 08:00:00,57,Female,Germany,Sports,70.65,11,0.11,Paypal,Pending,5,691.66,2022,5,May,Thursday,2,56-70
Ord-10879,2022-10-21 00:00:00,68,Male,Uk,Beauty,15.21,5,0.33,Paypal,Completed,5,50.95,2022,10,Oct,Friday,4,56-70
Ord-10588,2022-07-16 00:00:00,27,Female,India,Clothing,154.79,13,0.03,Paypal,Refunded,4,1462.3449999999998,2022,7,Jul,Saturday,3,26-35
Ord-10541,2022-06-30 08:00:00,36,Male,Brazil,Sports,247.18,6,0.07,Crypto,Completed,4,1379.26,2022,6,Jun,Thursday,2,36-45
Ord-10385,2022-05-09 08:00:00,66,Male,Brazil,Books,91.8,1,0.31,Crypto,Completed,3,63.34,2022,5,May,Monday,2,56-70
Ord-10077,2022-01-26 16:00:00,51,Other,Australia,Food & Beverage,73.95,14,0.21,Crypto,Pending,3,817.89,2022,1,Jan,Wednesday,1,46-55
Ord-10022,2022-01-08 08:00:00,43,Other,France,Toys,5.98,1,0.33,Credit Card,Completed,4,4.01,2022,1,Jan,Saturday,1,36-45
Ord-11132,2023-01-13 08:00:00,66,Male,France,Clothing,175.59,8,0.24,Debit Card,Completed,5,1067.59,2023,1,Jan,Friday,1,56-70
Ord-10917,2022-11-02 16:00:00,65,Female,Australia,Electronics,17.18,4,0.05,Credit Card,Completed,4,65.28,2022,11,Nov,Wednesday,4,56-70
Ord-10520,2022-06-23 08:00:00,69,Male,Uk,Electronics,13.68,13,0.18,Credit Card,Completed,4,145.83,2022,6,Jun,Thursday,2,56-70
Ord-11165,2023-01-24 08:00:00,35,Female,Australia,Books,7.36,11,0.23,Bank Transfer,Completed,4,62.34,2023,1,Jan,Tuesday,1,26-35
Ord-10527,2022-06-25 16:00:00,38,Male,Brazil,Home & Garden,231.74,1,0.01,Crypto,Completed,4,229.42,2022,6,Jun,Saturday,2,36-45
Ord-10998,2022-11-29 16:00:00,35,Female,Uk,Beauty,22.74,11,0.18,Paypal,Completed,4,205.11,2022,11,Nov,Tuesday,4,26-35
Ord-10420,2022-05-21 00:00:00,56,Male,Brazil,Clothing,16.0,8,0.26,Paypal,Cancelled,3,94.72,2022,5,May,Saturday,2,56-70
Ord-10969,2022-11-20 00:00:00,43,Female,India,Sports,82.0,2,0.11,Credit Card,Completed,3,145.96,2022,11,Nov,Sunday,4,36-45
Ord-10560,2022-07-06 16:00:00,50,Other,Australia,Books,19.33,6,0.14,Bank Transfer,Pending,5,99.74,2022,7,Jul,Wednesday,3,46-55
Ord-10716,2022-08-27 16:00:00,20,Female,Uk,Food & Beverage,89.1,13,0.09,Bank Transfer,Completed,5,1054.05,2022,8,Aug,Saturday,3,18-25
Ord-10016,2022-01-06 08:00:00,20,Female,France,Sports,79.1,13,0.08,Credit Card,Completed,4,946.04,2022,1,Jan,Thursday,1,18-25
Ord-10443,2022-05-28 16:00:00,51,Female,Brazil,Beauty,77.19,9,0.04,Debit Card,Completed,3,666.92,2022,5,May,Saturday,2,46-55
Ord-10862,2022-10-15 08:00:00,67,Male,France,Clothing,249.85750000000002,9,0.35,Credit Card,Completed,4,1462.3449999999998,2022,10,Oct,Saturday,4,56-70
Ord-10140,2022-02-16 16:00:00,54,Other,Usa,Food & Beverage,36.32,13,0.22,Paypal,Completed,3,368.28,2022,2,Feb,Wednesday,1,46-55
Ord-10287,2022-04-06 16:00:00,52,Female,Canada,Beauty,63.75,9,0.29,Crypto,Completed,4,407.36,2022,4,Apr,Wednesday,2,46-55
Ord-10909,2022-10-31 00:00:00,41,Other,Germany,Food & Beverage,44.68,5,0.14,Crypto,Cancelled,5,192.12,2022,10,Oct,Monday,4,36-45
Ord-10400,2022-05-14 08:00:00,20,Female,Brazil,Electronics,175.72,4,0.11,Credit Card,Cancelled,1,625.56,2022,5,May,Saturday,2,18-25
Ord-10763,2022-09-12 08:00:00,49,Male,France,Food & Beverage,43.25,7,0.34,Credit Card,Completed,4,199.81,2022,9,Sep,Monday,3,46-55
Ord-10207,2022-03-11 00:00:00,59,Male,Canada,Clothing,150.16,12,0.3,Bank Transfer,Completed,3,1261.34,2022,3,Mar,Friday,1,56-70
Ord-11068,2022-12-23 00:00:00,37,Female,Brazil,Sports,249.85750000000002,2,0.13,Paypal,Completed,2,456.16,2022,12,Dec,Friday,4,36-45
Ord-11088,2022-12-29 16:00:00,43,Female,France,Clothing,30.59,11,0.37,Crypto,Cancelled,4,211.99,2022,12,Dec,Thursday,4,36-45
Ord-10858,2022-10-14 00:00:00,56,Other,Australia,Sports,21.89,6,0.35,Debit Card,Cancelled,3,85.37,2022,10,Oct,Friday,4,56-70
Ord-10018,2022-01-07 00:00:00,19,Other,Australia,Electronics,67.1,2,0.15,Debit Card,Completed,4,114.07,2022,1,Jan,Friday,1,18-25
Ord-10886,2022-10-23 08:00:00,35,Other,Brazil,Food & Beverage,12.8,4,0.09,Credit Card,Completed,3,46.59,2022,10,Oct,Sunday,4,26-35
Ord-11036,2022-12-12 08:00:00,58,Male,Germany,Sports,51.85,9,0.09,Credit Card,Refunded,4,424.65,2022,12,Dec,Monday,4,56-70
Ord-10476,2022-06-08 16:00:00,30,Female,Usa,Toys,22.89,4,0.26,Bank Transfer,Pending,3,67.75,2022,6,Jun,Wednesday,2,26-35
Ord-10704,2022-08-23 16:00:00,21,Male,Usa,Food & Beverage,92.96,3,0.24,Bank Transfer,Completed,2,211.95,2022,8,Aug,Tuesday,3,18-25
Ord-10099,2022-02-03 00:00:00,32,Other,Brazil,Clothing,83.46,2,0.38,Credit Card,Completed,3,103.49,2022,2,Feb,Thursday,1,26-35
Ord-10722,2022-08-29 16:00:00,43,Female,Germany,Books,35.52,1,0.28,Credit Card,Completed,4,25.57,2022,8,Aug,Monday,3,36-45
Ord-10434,2022-05-25 16:00:00,25,Female,Australia,Sports,103.64,1,0.1,Paypal,Completed,5,93.28,2022,5,May,Wednesday,2,18-25
Ord-10102,2022-02-04 00:00:00,42,Male,Brazil,Food & Beverage,75.83,9,0.4,Bank Transfer,Pending,4,409.48,2022,2,Feb,Friday,1,36-45
Ord-10766,2022-09-13 08:00:00,55,Male,Canada,Clothing,22.31,10,0.03,Debit Card,Completed,3,216.41,2022,9,Sep,Tuesday,3,46-55
Ord-10269,2022-03-31 16:00:00,49,Other,Brazil,Toys,114.34,11,0.17,Paypal,Refunded,3,1043.92,2022,3,Mar,Thursday,1,46-55
Ord-10620,2022-07-26 16:00:00,29,Other,Uk,Electronics,76.9,14,0.13,Credit Card,Refunded,5,936.64,2022,7,Jul,Tuesday,3,26-35
Ord-10437,2022-05-26 16:00:00,31,Female,Uk,Books,11.21,8,0.24,Crypto,Completed,4,68.16,2022,5,May,Thursday,2,26-35
Ord-10887,2022-10-23 16:00:00,47,Female,France,Clothing,28.77,3,0.19,Debit Card,Completed,2,69.91,2022,10,Oct,Sunday,4,46-55
Ord-10353,2022-04-28 16:00:00,55,Female,Australia,Toys,187.18,3,0.2,Crypto,Completed,4,449.23,2022,4,Apr,Thursday,2,46-55
Ord-10430,2022-05-24 08:00:00,43,Other,Uk,Home & Garden,249.85750000000002,14,0.26,Credit Card,Completed,4,1462.3449999999998,2022,5,May,Tuesday,2,36-45
Ord-10050,2022-01-17 16:00:00,31,Other,Brazil,Food & Beverage,151.83,4,0.13,Debit Card,Completed,5,528.37,2022,1,Jan,Monday,1,26-35
Ord-11164,2023-01-24 00:00:00,42,Male,France,Toys,20.72,12,0.07,Credit Card,Completed,5,231.24,2023,1,Jan,Tuesday,1,36-45
Ord-10131,2022-02-13 16:00:00,54,Male,Brazil,Electronics,107.07,5,0.38,Paypal,Refunded,4,331.92,2022,2,Feb,Sunday,1,46-55
Ord-10272,2022-04-01 16:00:00,58,Other,Uk,Sports,64.12,1,0.39,Crypto,Refunded,5,39.11,2022,4,Apr,Friday,2,56-70
Ord-10343,2022-04-25 08:00:00,20,Female,Uk,Beauty,134.06,12,0.0,Bank Transfer,Completed,5,1462.3449999999998,2022,4,Apr,Monday,2,18-25
Ord-10725,2022-08-30 16:00:00,56,Other,Uk,Home & Garden,33.18,12,0.26,Credit Card,Completed,5,294.64,2022,8,Aug,Tuesday,3,56-70
Ord-10412,2022-05-18 08:00:00,19,Other,Brazil,Sports,22.17,1,0.17,Paypal,Completed,3,18.4,2022,5,May,Wednesday,2,18-25
Ord-10798,2022-09-24 00:00:00,43,Female,Australia,Toys,131.29,1,0.3,Debit Card,Pending,5,91.9,2022,9,Sep,Saturday,3,36-45
Ord-10678,2022-08-15 00:00:00,34,Other,Australia,Home & Garden,15.75,1,0.28,Credit Card,Completed,2,11.34,2022,8,Aug,Monday,3,26-35
Ord-10158,2022-02-22 16:00:00,56,Other,Uk,Books,41.05,10,0.23,Credit Card,Completed,5,316.08,2022,2,Feb,Tuesday,1,56-70
Ord-10304,2022-04-12 08:00:00,36,Male,Canada,Clothing,30.36,11,0.38,Crypto,Pending,4,207.06,2022,4,Apr,Tuesday,2,36-45
Ord-10865,2022-10-16 08:00:00,61,Female,India,Food & Beverage,74.49,2,0.29,Crypto,Completed,5,105.78,2022,10,Oct,Sunday,4,56-70
Ord-10020,2022-01-07 16:00:00,61,Male,Uk,Sports,47.07,13,0.31,Crypto,Cancelled,4,422.22,2022,1,Jan,Friday,1,56-70
Ord-10466,2022-06-05 08:00:00,43,Other,Usa,Food & Beverage,110.12,6,0.04,Credit Card,Completed,2,634.29,2022,6,Jun,Sunday,2,36-45
Ord-10379,2022-05-07 08:00:00,23,Other,Uk,Food & Beverage,249.85750000000002,12,0.14,Crypto,Completed,3,1462.3449999999998,2022,5,May,Saturday,2,18-25
Ord-11057,2022-12-19 08:00:00,43,Female,Usa,Toys,11.9,13,0.21,Credit Card,Completed,2,122.21,2022,12,Dec,Monday,4,36-45
Ord-10397,2022-05-13 08:00:00,42,Other,Usa,Beauty,13.95,5,0.17,Credit Card,Pending,4,57.89,2022,5,May,Friday,2,36-45
Ord-10338,2022-04-23 16:00:00,38,Male,Brazil,Books,8.85,8,0.31,Debit Card,Refunded,4,48.85,2022,4,Apr,Saturday,2,36-45
Ord-11129,2023-01-12 08:00:00,43,Male,Brazil,Food & Beverage,70.32,13,0.12,Credit Card,Completed,5,804.46,2023,1,Jan,Thursday,1,36-45
Ord-10878,2022-10-20 16:00:00,28,Male,Germany,Beauty,43.57,1,0.39,Paypal,Completed,4,26.58,2022,10,Oct,Thursday,4,26-35
Ord-10657,2022-08-08 00:00:00,53,Female,Canada,Food & Beverage,15.5,13,0.35,Credit Card,Refunded,4,130.98,2022,8,Aug,Monday,3,46-55
Ord-10612,2022-07-24 00:00:00,35,Other,Uk,Electronics,85.09,7,0.2,Credit Card,Completed,3,476.5,2022,7,Jul,Sunday,3,26-35
Ord-10015,2022-01-06 00:00:00,41,Other,Brazil,Electronics,249.85750000000002,4,0.18,Crypto,Completed,2,1462.3449999999998,2022,1,Jan,Thursday,1,36-45
Ord-10360,2022-05-01 00:00:00,51,Male,Uk,Sports,53.92,11,0.05,Credit Card,Refunded,4,563.46,2022,5,May,Sunday,2,46-55
Ord-10586,2022-07-15 08:00:00,46,Male,India,Food & Beverage,249.85750000000002,1,0.21,Paypal,Completed,2,208.63,2022,7,Jul,Friday,3,46-55
Ord-10472,2022-06-07 08:00:00,52,Female,Usa,Toys,34.91,14,0.29,Debit Card,Completed,4,347.01,2022,6,Jun,Tuesday,2,46-55
Ord-10791,2022-09-21 16:00:00,63,Female,India,Food & Beverage,42.41,12,0.25,Crypto,Refunded,4,381.69,2022,9,Sep,Wednesday,3,56-70
Ord-11111,2023-01-06 08:00:00,22,Female,Brazil,Toys,14.14,10,0.08,Credit Card,Completed,5,130.09,2023,1,Jan,Friday,1,18-25
Ord-10529,2022-06-26 08:00:00,53,Male,Usa,Home & Garden,66.13,13,0.2,Paypal,Completed,4,687.75,2022,6,Jun,Sunday,2,46-55
Ord-10023,2022-01-08 16:00:00,19,Male,Uk,Home & Garden,77.99,14,0.34,Credit Card,Cancelled,4,720.63,2022,1,Jan,Saturday,1,18-25
Ord-11141,2023-01-16 08:00:00,52,Male,Australia,Toys,98.15,11,0.37,Crypto,Completed,4,680.18,2023,1,Jan,Monday,1,46-55
Ord-10188,2022-03-04 16:00:00,28,Other,Uk,Home & Garden,14.02,12,0.25,Credit Card,Completed,4,126.18,2022,3,Mar,Friday,1,26-35
Ord-11067,2022-12-22 16:00:00,19,Other,France,Home & Garden,10.74,7,0.27,Credit Card,Completed,4,54.88,2022,12,Dec,Thursday,4,18-25
Ord-11027,2022-12-09 08:00:00,39,Male,Australia,Sports,59.73,9,0.2,Credit Card,Completed,5,430.06,2022,12,Dec,Friday,4,36-45
Ord-11195,2023-02-03 08:00:00,59,Male,India,Clothing,10.17,8,0.09,Debit Card,Completed,2,74.04,2023,2,Feb,Friday,1,56-70
Ord-11098,2023-01-02 00:00:00,43,Female,India,Beauty,67.82,5,0.18,Paypal,Refunded,5,278.06,2023,1,Jan,Monday,1,36-45
Ord-10007,2022-01-03 08:00:00,56,Male,Germany,Food & Beverage,17.36,14,0.04,Credit Card,Pending,1,233.32,2022,1,Jan,Monday,1,56-70
Ord-10616,2022-07-25 08:00:00,41,Male,France,Sports,10.73,14,0.21,Crypto,Cancelled,4,118.67,2022,7,Jul,Monday,3,36-45
Ord-10921,2022-11-04 00:00:00,40,Other,Germany,Food & Beverage,6.85,5,0.25,Credit Card,Completed,5,25.69,2022,11,Nov,Friday,4,36-45
Ord-10840,2022-10-08 00:00:00,34,Other,Uk,Home & Garden,123.49,10,0.34,Debit Card,Completed,4,815.03,2022,10,Oct,Saturday,4,26-35
Ord-10215,2022-03-13 16:00:00,69,Female,Uk,Books,16.6,10,0.14,Crypto,Completed,3,142.76,2022,3,Mar,Sunday,1,56-70
Ord-10109,2022-02-06 08:00:00,41,Female,Uk,Home & Garden,120.97,6,0.06,Paypal,Completed,4,682.27,2022,2,Feb,Sunday,1,36-45
Ord-10219,2022-03-15 00:00:00,29,Female,Uk,Food & Beverage,19.14,8,0.37,Credit Card,Completed,4,96.47,2022,3,Mar,Tuesday,1,26-35
Ord-11160,2023-01-22 16:00:00,21,Male,Germany,Electronics,24.59,5,0.01,Crypto,Pending,2,121.72,2023,1,Jan,Sunday,1,18-25
Ord-10764,2022-09-12 16:00:00,33,Other,Australia,Clothing,22.57,8,0.1,Credit Card,Completed,4,162.5,2022,9,Sep,Monday,3,26-35
Ord-10203,2022-03-09 16:00:00,26,Female,India,Home & Garden,21.3,8,0.02,Credit Card,Cancelled,5,166.99,2022,3,Mar,Wednesday,1,26-35
Ord-11071,2022-12-24 00:00:00,21,Other,Germany,Electronics,36.11,6,0.35,Bank Transfer,Cancelled,4,140.83,2022,12,Dec,Saturday,4,18-25
Ord-10627,2022-07-29 00:00:00,47,Male,Germany,Beauty,161.15,1,0.2,Credit Card,Completed,4,128.92,2022,7,Jul,Friday,3,46-55
Ord-10027,2022-01-10 00:00:00,39,Female,Germany,Toys,145.26,6,0.35,Credit Card,Completed,4,566.51,2022,1,Jan,Monday,1,36-45
Ord-10230,2022-03-18 16:00:00,45,Female,France,Electronics,77.96,4,0.17,Bank Transfer,Pending,5,258.83,2022,3,Mar,Friday,1,36-45
Ord-10401,2022-05-14 16:00:00,57,Male,Uk,Beauty,249.85750000000002,14,0.11,Debit Card,Completed,3,1462.3449999999998,2022,5,May,Saturday,2,56-70
Ord-10052,2022-01-18 08:00:00,26,Other,Germany,Books,15.48,7,0.05,Crypto,Cancelled,5,102.94,2022,1,Jan,Tuesday,1,26-35
Ord-10945,2022-11-12 00:00:00,39,Female,Uk,Sports,77.17,10,0.2,Credit Card,Refunded,3,617.36,2022,11,Nov,Saturday,4,36-45
Ord-10697,2022-08-21 08:00:00,18,Male,France,Toys,122.06,2,0.3,Credit Card,Completed,4,170.88,2022,8,Aug,Sunday,3,18-25
Ord-11114,2023-01-07 08:00:00,61,Female,Brazil,Sports,249.85750000000002,8,0.16,Credit Card,Cancelled,5,1462.3449999999998,2023,1,Jan,Saturday,1,56-70
